company	reviewer	date	rating	review
cie_B	Anubhav Yadav	2018-09-04T22:00:00Z	1	My expirenced with iphone is very bad because after sales service is pathetic.i bought iphone iphone 6 and more then 1year ago but it started creating problem from 1 month from the purchase.just tell me how can i trust apple world top class brand and now my iphone is dumped as its motherboard is damaged ,i dont know how its motherboard is damaged in 1.5years.
cie_B	Dennis Johnson	2018-09-04T22:00:00Z	1	"The Sign In To ITunes Store asks me Enter the password for your Apple ID and it lists my wife's very old Apple ID, of which no one knows the password for. It has not listed my Apple ID for a long time.  I've called the help line at Apple and was put on hold for a very long time and then a dial tone came on.  I gave them 2 call back numbers.  No one ever called.  I went on line to several ""Apple"" sites and the first thing I was asked to do was fill out my credit card information. I've been ripped off by many people during my 81 years on this earth.  Lately a lot. The older I get the more folks try to take advantage of me.  Apple already has enough money."
cie_B	Dave c	2018-09-03T22:00:00Z	1	Got an iphone 7From work, so i still have my samsung s7 and wifey has a huawei .the daughter has an iphone ( above the 7.i forget which one) issues with battery life and seperating screens on the last 2 she had.and poor slow dealings with apple getting it done. ( my samsung and the huawei has never broke so i cant compare here with service.)After using the iphone im not impressed. Awkward to use compared to android.wireless charging? Nope. Quality,screen res,camera,speed  ALL way below the other phones .its like using an 8 yr old samsung imo..WHY DO IPHONES COST SO MUCH? A 200 pound huwei is far superior...Living off their name from yrs ago imo. Outdated phone costing a fortune because of an apple logo.buy android....
cie_B	Purnima	2018-09-03T22:00:00Z	1	"Battery is dead.  I went online and took an appointment.  The Approved Reseller was closest so chose them.  They didn't tell me (call or email) to let me know that they couldn't change the battery on my phone and would need to send it away.  Had I known that, I wouldn't have booked the appointment.  Rang customer services.  I asked for an appointment and to compensate me for wasting my time asked that the battery replacement should be free. ""I can't do that"" but I can send you my details if you have any other questions....I suggested that she didn't bother.  As per the note below.  Expensive products but ineffective process for booking repairs. Not enough slots and when they mess up.  ""I can't help you"".  time to switch."
cie_B	CHRISTOPHER COOKE	2018-09-02T22:00:00Z	1	Over complicated security that when your ring Apple help even they get there head rapped around it. Don’t worry about anyone stealing your data Apple can’t even work out how to get you through there system. And I quote “ but not to worry we can lock you out for 24 hours and it will reset so we can start again” thinking of a new phone don’t both let just smack your head against a wall it’s cheaper and easier
cie_B	Aislinn Lowrey	2018-09-02T22:00:00Z	2	"While I enjoy the products, the service aspect is lacking at best. It is an absolute pain to setup a genius bar appointment and then if you want to change it, hopefully the link works! I've experienced inconsistent information which has translated into hours worth of chat / phone / and later today, an in person appointment. This evening when I go in, it will be the seventh representative to ""help"" me RETURN a device and transfer Apple Care! While every representative has been polite, they have not helped me resolve the issue, in fact, they often mention that it can be resolved but they'll need to transfer me... that is how I spoke to the first three representatives. Overall, great products - a little pricey, terrible and complicated support."
cie_B	Bob Newhall	2018-09-02T22:00:00Z	5	Tried other phone but for me Apple are the best.
cie_B	NonStopRobotDisco	2018-09-02T22:00:00Z	3	Apple products are overly pricey, and far from perfect, but are still pretty reliable, which is reasonably admirable from a modern tech company. Their website is also straightforward to use, and provides a lot of useful product information. After-sales service has, however, declined with fewer staff to help in stores, and a more complicated online chat system. The chat service is also often unable to resolve my technical queries, resulting in me being referred to a phone service, which isn’t as convenient.The syncing of photos, to all of Apple devices, is what currently keeps me loyal to Apple, but I would be open to another, less costly, brand of and when they offer similar technology.
cie_B	Delandra Brokaw	2018-09-01T22:00:00Z	1	"My iPhone was in great condition, had only had it a few months when the battery stopped charging and died, my phone had not backed up before this and all of my vacation pictures were still on it.  I took it to Apple and waited over 2hours for them to ""diagnose"" that there was ""something wrong with the phone other than the battery so even if they put a new battery in it wouldn't work"".  They told me they couldn't do anything about the data on the phone and gave me a card for a company across the country that charges $700 for that at minimum.  I took it to a local store where I paid only $32 for labor and they were not only able to get the phone turned on, but they were able to back up all of my data to iCloud and told me that the only thing wrong with the phone was the charging port.  Apple was useless and wasted over two hours of my time.  Their product is the one that failed and they have people who can't even diagnose what is wrong with it correctly let alone help a customer get their data back.  Useless."
cie_B	Kia Grasty	2018-09-01T22:00:00Z	1	The Apple store at Ardmore Pa does not inform customers that prior to data back up. all data must be turned on. They brisk you through everything and rush you out of the store if you are there for simple issues. Only customers spending large money have their full attention This is unacceptable and should never happenAssociates should have sensitivety and inform customers that text messages etc etc could be lost prior to updates
cie_B	Owner of an RV	2018-09-01T22:00:00Z	1	"their computers slow down even if i have not installed anything on my 2011 iMac.  The resolution of PDF texts are blurry suddenly.  I believe that Apple is making my iMac have problems.""Planned Obsolesce"" is my suspicion.  Hard to prove though."
cie_B	Bernadine Swanzy	2018-09-01T22:00:00Z	1	"The Apple Give Back program is using Brightstar to recycle IPads  Although I have UPS confirmation of delivery on 7/27, BrightStar has no record.   Apple can't do anything....even though they are responsible for sending the IPAD to Brightstar......I asked for $45 credit but ""they don't do that""   I feel that Apple can afford to give me a new IPad ....."
cie_B	Jack Swanzy	2018-09-01T22:00:00Z	1	Apple sent me an email advertising their GiveBack program. I followed instructions and mailed in my iPad to their agent, Brightstar. When I complained to Apple that I didn't receive a credit for my device, I got the run around. Apple said it had no responsibility for the loss of my device. Why does Apple treat a loyal customer so poorly? It's enough to move on to a better company.
cie_B	Phil Gottes	2018-08-31T22:00:00Z	1	I have had Apple phones for over 30 years but now I really know they are Fnnnnn scum bags!!!!! my SERI stopped working and no one not even Apple can fix this so I have to now pay a $200 Ins replacement fee. F YOU APPLE THIS IS MY LAST PHONE I WILL EVERY BUY FROM THIS GREEDY MONEY HUNGRY POS COMPANY!!!!!
cie_B	Roxana Andreea	2018-08-31T22:00:00Z	3	Yesterday I bought an iphone 8. I got home and tried turning it on but no response. Went to the store today and i got told they have to send it away for further checking so i have to wait another 5 days to get a phone i worked for a whole month. Thanks for nothing.
cie_B	mark	2018-08-30T22:00:00Z	1	Ordered a macbook pro, they used UPS which are terrible for informing customer when items are going to arrive.The MacBook Pro speakers are badly distorted when music is played on laptop, their support is absolutely useless.They told me to do the usual things such as reset pram etc. This computer is two (2) days old and is rubbish. How can they send something which does not work as sold and offer rubbish support.Mac again - NO WAY apple are screwed if they treat customers in this way.
cie_B	Daniel Claudio	2018-08-29T22:00:00Z	1	I have been a Apple iPhone customer forever. I have been using apple services and iTunes< iTunes Music forever - UNTIL one day my password for iTunes stopped working. after requesting a account recovery 5 times with no luck I called about for help- was told there was nothing that they can do about it that it was all up to me to resolve. WHAT??? THE ??? F? If you ever had to request your password in recovery it takes weeks before they send you a link VIA cell text or phone call. I tried this 5 time but never go a response back from apple- now mind you for 5 months they are still charging me my premiums for services I no longer have access to- Robbery I assure you. I will be talking to my lawyer as well. needless to say I will be cancelling my credit card they have on file which is BS but necessary in order to stop charges as the only way to cancel payment is by login to iTunes..... going to Verizon today for a nice upgrade to Android...… Apple lost a lifetime customer
cie_B	Jazz Kaur	2018-08-29T22:00:00Z	1	Purchasing a new iPhone 7 directly from Apple - firstly the issue with phones system crashed and was replaced by a refurb recycled bits/phone (not new retail boxed) and that's where my problems started. The screen protector purchased at Apple - bobbles within 24/48 hrs of it being fitted by Apple machine. The Milton Keynes Store - has swapped the phone 3 times and 6/7 protectors - 2 of the phones were at fault on the actual phone display faulty (why change two of them if the product is fine!!!!) Apple will not take responsibility as they changed it and constantly saying the phone are fine, hence why has the phone been changed so many times which amazes even with the evidence. Store directed to me to Customer Services and I am directed to Head Office taking more of time, been told to write a letter when it's on the system. This is very frustrating, eels like I am being pushed pillar to post making harder for the customer - when I have supplied photo evidence, my time spent as I run my own business. It's the first I have purchased my iPhone direct through Apple and purchased Apple Care too spending nearly £1000. Apple brand lacks the care of there customers when it comes to issues, after care service, very disappointing as I would not expect this from a Global Brand. Advising at store the General Manager does not meet people, phone has been changed 3 times apparently the product is not at fault!!!!!!!!!!!!!
cie_B	James Morrissette	2018-08-28T22:00:00Z	1	I am absolutely disgusted with the terrible experience I am having with Apple.  The company has completely gone to crap since Steve Jobs has passed.  TERRIBLE customer service.  TERRIBLE products.  I was an Apple man and I now will NEVER buy their products again.  I was going to buy a $5,000.00 computer with them and now I am going to go elsewhere.  I cannot suggest buying their phones, their Lap Tops or even their desk tops.  I have had problems with the I8, the X, the IMAC and more.  I spent 5 hours on the phone getting customer service to service and get my brand new IMAC running that I paid $3,000.00 for!  It was riddled with problems.  I literally gave up and had them return my money.  The knowledge of their products is gone. the quality is gone and the service is nothing short of pathetic.  My order number is W501475946 if they want to reach out and apologize.  This is the only thing I would accept at this time.  My X is a joke and I will be returning to Android.  I had 3 dropped calls while I was on the phone trying to get my computer working.I am the president of a manufacturing company and was going to upgrade my computer to a 5500.00 computer but I could not even get a manager on the phone to make it happen.  I was talking about changing over to MAC.  Now I will never do it.  It would bankrupt my company.They need to know I was on the phone for hours!
cie_B	Conor Dunne	2018-08-27T22:00:00Z	5	My family and I love Apple. We always buy our phones from them and whenever we have had a problem the customer service has been very supportive. The website is sleek and modern and the Apple Stores are clean and secure, with plenty of staff ready to help out. The prices of the phones are high, especially with the iPhone X - £1000? Really?! But the quality of the phones and the abundance of features make up for the high cost. The IOS interface, I believe, is 100 times better than the Android interface and is less confusing. Apple phones have always been strong and reliable in my opinion. iPads are like iPhones, just with a larger screen. MacBooks are excellent laptops that use the IOS operating system instead of Windows and I love it. Everything is in front of you and the interface is easy to navigate. However, like the iPhones, the MacBooks are very expensive. Overall, I recommend Apple products to all members of the family if they’re willing to spend a three or even four figure sum on a phone and another four figure sum on a laptop.
cie_B	david m	2018-08-26T22:00:00Z	5	Online Store RecommendedLike most reviewers, I'm usually on here to slag-off bad companies and counter the millions they spend on advertising, versus peanuts spent on Customer Services.However, I do order quite a few Apple products, mainly online and I have to say the website is clear and easy to navigate, even for bespoke special order / upgrades. All the products have arrived very quickly and very well packaged.Hard to fault. I hope I haven't jinxed myself and now they let me down!
cie_B	Max Baier	2018-08-26T22:00:00Z	1	I got stuck 7 hours with their idiotic german vendorsite support. It was about a 50€ mouse which made it impossible to use my 3500€ computer that isnt old yet. Neither the less they made it that I had to wait 6 hours until the store closed and i didnt get anything fixed. 3 days later they called me to  trying to tell me that it was my fault.  (Actually a manager wanted to review the case, which he didnt do)
cie_B	Kristen	2018-08-26T22:00:00Z	1	If I could give zero stars I would. I’m not even finished paying for my iPhone 7 Plus and the speakers stopped working. I spent my entire day traveling around trying to find someone to look at it and after restoring it was told this is a problem with a lot of this particular phone but since I had it just over a year it is not covered by any warranty. This was an 800 dollar phone. So, I call Apple and speak to a senior account manager after spending an hour on the phone for him to tell me there is nothing he can do to help me. It’s garbage! They could have done something. I have always used Apple products but no more.
